,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Metascore,IMDBRating,IMDBVotes,IMDBID,Box Office Revenue,Type
1083,Clickbait,2021,TV-MA,25 Aug 2021,,"Crime, Drama, Mystery",,"Tony Ayres, Christian White","Zoe Kazan, Betty Gabriel, Phoenix Raei","When family man Nick Brewer is abducted in a crime with a sinister online twist, those closest to him race to uncover who is behind it and why.",English,"Australia, United States",2 wins & 6 nominations,,7.2,"53,100",tt10888878,,series
1084,John of God: The Crimes of a Spiritual Healer,2021,,25 Aug 2021,,"Documentary, Crime",,,"Andrea Mannelli, Rejane Araújo, Jardel Wagner","Idolized medium João Teixeira de Faria rises to international fame before horrifying abuse is revealed by survivors, prosecutors and the press.",Portuguese,Brazil,,,6.5,882,tt15233856,,series
1085,Motel Makeover,2021–,,25 Aug 2021,1.0,Reality-TV,,,Christine Jovellanos,"Amid project pitfalls and a pandemic, besties-turned-business partners bring their design magic to a rundown motel and revamp it into a go-to getaway.",English,United States,3 nominations,,5.0,767,tt15128558,,series
1086,Open Your Eyes,1997,R,19 Dec 1997,119.0,"Drama, Mystery, Sci-Fi",Alejandro Amenábar,"Alejandro Amenábar, Mateo Gil","Eduardo Noriega, Penélope Cruz, Chete Lera","A very handsome man finds the love of his life, but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured.",Spanish,"Spain, France, Italy",6 wins & 14 nominations,,7.7,"69,707",tt0125659,"$370,720",movie
1087,Post Mortem: No One Dies in Skarnes,2021–,TV-MA,25 Aug 2021,,"Comedy, Drama, Thriller",,,"Kathrine Thorborg Johansen, Elias Holmen Sørensen, André Sørum","Hours after Live Hallangen is declared dead, she suddenly wakes up with an urge for blood. Meanwhile, her brother Odd tries to keep the family-run funeral home afloat.",Norwegian,Norway,1 win,,7.1,"3,472",tt13053222,,series
1088,Really Love,2020,,25 Aug 2021,95.0,"Drama, Romance",Angel Kristi Williams,"Sanford Grimes, Felicia Pride, Angel Kristi Williams","Kofi Siriboe, Yootha Wong-Loi-Sing, Uzo Aduba","Set in contemporary Washington D.C., a rising black painter strives to break into the competitive art world, while balancing a bittersweet romance he never expected.",English,United States,1 win & 1 nomination,,6.1,908,tt8722624,,movie
1089,The November Man,2014,R,27 Aug 2014,108.0,"Action, Thriller",Roger Donaldson,"Michael Finch, Karl Gajdusek, Bill Granger","Pierce Brosnan, Luke Bracey, Olga Kurylenko",An ex-C.I.A. operative is brought back in on a very personal mission and finds himself pitted against his former pupil in a deadly game involving high-level C.I.A. officials and the Russian President-elect.,"English, Russian","United States, United Kingdom",,38,6.2,"68,266",tt2402157,"$25,018,119",movie
1090,The Old Ways,2020,R,05 Aug 2021,90.0,"Drama, Fantasy, Horror",Christopher Alender,Marcos Gabriel,"Brigitte Kali Canales, Andrea Cortés, Julia Vera","Cristina, a journalist of Mexican origin, travels to her ancestral home in Veracruz to investigate a story of sorcery and healing. There, she is kidnapped by a group of locals who claim she's the devil incarnated.","English, Spanish, Nahuatl",United States,2 wins & 1 nomination,67,5.4,"6,452",tt12829958,,movie
1091,The River Runner,2021,,25 Aug 2021,86.0,Documentary,Rush Sturges,"Corinna Halloran, Thayer Walker",,"In this documentary, a kayaker sets out to become the first man to paddle the four great rivers that flow from Tibet's sacred Mount Kailash.",English,United States,,,6.9,"1,785",tt15293256,,movie
1092,The Water Man,2020,PG,07 May 2021,91.0,"Adventure, Drama, Family",David Oyelowo,Emma Needell,"David Oyelowo, Amiah Miller, Lonnie Chavis",A boy sets out on a quest to save his ill mother by searching for a mythic figure said to have magical healing powers.,English,United States,1 win & 2 nominations,68,5.5,"4,014",tt4779326,"$383,234",movie
1093,Wheel of Fortune,1983–,TV-G,19 Sep 1983,,"Family, Game-Show",,Merv Griffin,"Pat Sajak, Vanna White, Charlie O'Donnell","Hosted by Pat Sajak, this game show features 3 contestants who try to solve a puzzle by spinning the wheel and guessing letters in a word or phrase.",English,United States,Nominated for 1 Primetime Emmy. 9 wins & 83 nominations total,,6.7,"3,234",tt0072584,,series
1094,Count Me In,2021,,24 Aug 2021,81.0,"Documentary, Music",Mark Lo,"Claire Ferguson, Sarah Jobling, Mark Lo","Ginger Baker, Cindy Blackman, Art Blakey",You can have rhythm without music but you can't have music without rhythm.,English,United Kingdom,,,6.8,"1,916",tt6889042,,movie
1095,Untold: Caitlyn Jenner,2021,TV-PG,24 Aug 2021,69.0,"Documentary, Sport",Crystal Moselle,,"Caitlyn Jenner, Esther Jenner, Chrystie Scott","After a failed attempt in 1972, Caitlyn Jenner made it her mission to win decathlon gold in Montreal in 1976.",English,United States,,,6.4,"2,709",tt15101946,,movie
1096,Boomika,2021,,22 Aug 2021,123.0,Horror,R. Rathindran Prasad,R. Rathindran Prasad,"Avantika, Madhuri Jain, Pavel Navageethan","Paranormal activity at a lush, abandoned property alarm a group eager to redevelop the site, but the eerie events may not be as unearthly as they think.",Tamil,India,,,5.5,"2,580",tt11073148,,movie
1097,The Witcher: Nightmare of the Wolf,2021,TV-MA,23 Aug 2021,83.0,"Animation, Action, Adventure",Kwang Il Han,"Beau DeMayo, Andrzej Sapkowski","Theo James, Mary McDonnell, Lara Pulver","Escaping from poverty to become a witcher, Vesemir slays monsters for coin and glory, but when a new menace rises, he must face the demons of his past.",English,"South Korea, United States",1 nomination,67,7.2,"43,874",tt11657662,,movie
1098,Manifest,2018–,TV-14,24 Sep 2018,43.0,"Drama, Mystery, Sci-Fi",,Jeff Rake,"Melissa Roxburgh, Josh Dallas, J.R. Ramirez","A commercial airliner suddenly reappears after being missing for five years. As those aboard reintegrate into society, they experience guiding voices and visions of events yet to occur, and soon a deeper mystery unfolds.",English,United States,1 win & 4 nominations,,7.1,"60,559",tt8421350,,series
1099,Comedy Premium League,2021–,,20 Aug 2021,,Comedy,,,"Prajakta Koli, Rytasha Rathore, Aadar Malik","With satirical sketches, cheeky debates and blistering roasts, 16 of India's wittiest entertainers compete in teams to be named the ultimate comedy champs.",Hindi,India,,,4.8,"1,569",tt14167428,,series
1100,Everything Will Be Fine,2010,,28 Jan 2010,90.0,"Drama, Thriller",Christoffer Boe,Christoffer Boe,"Jens Albinus, Igor Radosavljevic, Marijana Jankovic","Jacob Falk, a writer/director known for becoming obsessed with his own stories, stumbles upon photographs of prisoners of war being tortured by Danish soldiers. Suspecting a political conspiracy, Falk falls into a frenetic chase t...","Danish, Czech","Denmark, Sweden, France",15 nominations,,6.1,829,tt1403846,,movie
1101,Gunshot,2018,,03 Oct 2018,97.0,"Crime, Drama, Mystery",Karim El-Shinnawi,Haitham Dabbour,"Ahmad El-Fishawi, Mohamed Mamdouh, Rubi",Follows a mysterious murder that connects the destinies of the protagonists and changes their beliefs about the concept of truth.,Arabic,Egypt,,,6.8,631,tt8098636,,movie
1103,Man in Love,2021,,01 Apr 2021,115.0,"Drama, Romance",Chen-Hao Yin,"Chih-Chung Chien, Lyra Fu, Kab-yeol Yu","Roy Chiu, Hsin-Ling Chung, Wei-Ning Hsu",A small-time gangster clumsily attempts to court a girl he has a crush on. Can he win her over and leave the underworld behind?,"Mandarin, Min Nan",Taiwan,1 win & 11 nominations,,6.9,"1,874",tt14428606,,movie
1104,Sweet Girl,2021,R,20 Aug 2021,110.0,"Action, Drama, Thriller",Brian Andrew Mendoza,"Gregg Hurwitz, Philip Eisner","Jason Momoa, Isabela Merced, Manuel Garcia-Rulfo",A devastated husband vows to bring justice to the people responsible for his wife's death while protecting the only family he has left: his daughter.,English,United States,,46,5.5,"32,174",tt10731768,,movie
1105,The Chair,2021,TV-MA,20 Aug 2021,,"Comedy, Drama",,"Amanda Peet, Annie Julia Wyman","Sandra Oh, Jay Duplass, Bob Balaban","At a major university, the first woman of color to become chair tries to meet the dizzying demands and high expectations of a failing English department.",English,United States,2 wins & 8 nominations,,7.2,"16,863",tt11834150,,series
1106,The Loud House Movie,2021,TV-Y7,20 Aug 2021,83.0,"Animation, Adventure, Comedy",Dave Needham,"Kevin Sullivan, Chris Viscardi, Chris Savino","Asher Bishop, David Tennant, Michelle Gomez","With his parents and all 10 sisters in tow, Lincoln Loud heads to Scotland and learns that royalty runs in the family in this global musical journey.",English,"United States, United Kingdom, Spain, Mexico",2 nominations,,6.1,"2,176",tt6714432,,movie
1107,A Faraway Land,2021,TV-PG,19 Aug 2021,101.0,Drama,Veronica Velasco,"Veronica Velasco, Jinky Laurel, Erwin Blanco","Paolo Contis, Yen Santos, Hans Tórgarð","In the Faroe Islands, a married woman meets a reporter filming a documentary on overseas Filipino workers, which soon sparks a complicated love story.","Tagalog, Filipino",Philippines,3 nominations,,5.1,140,tt15260940,,movie
1108,Like Crazy,2011,PG-13,27 Jan 2012,86.0,"Drama, Romance",Drake Doremus,"Drake Doremus, Ben York Jones","Felicity Jones, Anton Yelchin, Jennifer Lawrence","A British college student falls for an American student, only to be separated from him when she's banned from the U.S. after overstaying her visa.",English,United States,9 wins & 7 nominations,68,6.6,"61,947",tt1758692,"$3,395,391",movie
1109,Black Island,2021,TV-MA,18 Aug 2021,104.0,"Drama, Mystery, Thriller",Miguel Alexandre,"Miguel Alexandre, Lisa Hofer","Philip Froissant, Jolene Andersen, Hanns Zischler",The dark secrets of a seemingly peaceful island threaten to swallow up an orphaned student when he grows close to a mysterious new teacher.,German,Germany,,,5.2,"2,891",tt12881516,,movie
1110,Bombay,1995,Not Rated,10 Mar 1995,130.0,"Drama, Romance",Mani Ratnam,"Mani Ratnam, Umesh Sharma","Arvind Swami, Manisha Koirala, Nassar","A Hindu man and a Muslim woman fall in love in a small village and move to Mumbai, where they have two children. However, growing religious tensions and erupting riots threaten to tear the family apart.",Tamil,India,13 wins & 1 nomination,,8.1,"12,811",tt0112553,,movie
1111,Go! Go! Cory Carson,2020–,TV-Y,04 Jan 2020,,"Animation, Short, Adventure",,,"Alan C. Lim, Sil Van Der Zwan, Kerry Gudjohnsen","Based on the Go. Go. toy line from VTech, children's series follows the adventures of Cory Carson.",English,,3 wins & 5 nominations,,7.9,254,tt8115702,,series
1112,Memories of a Murderer: The Nilsen Tapes,2021,TV-MA,18 Aug 2021,84.0,"Documentary, Biography, Crime",Michael Harte,,"Douglas Bence, Bob Brenton, Mike Cattran",Serial killer Dennis Nilsen narrates his life and horrific crimes via a series of chilling audiotapes recorded from his jail cell.,English,United Kingdom,,,6.3,"3,667",tt15085784,,movie
1113,Nneka the Pretty Serpent,2020,,18 Dec 2020,140.0,"Horror, Mystery",Tosin Igho,Uyoyou Adia,"Idia Aisien, Kenneth Okolie, Onikosi Bukola Abisoye","When her parents are murdered, Nneka encounters the Queen of the Coast who offers to help her in revealing the identities of people who killed her parents. This changes the course of her life as she sets out on a mission of revenge.","English, Ibo",Nigeria,1 nomination,,3.9,133,tt13809646,,movie
1114,Out of My League,2020,TV-MA,18 Aug 2021,91.0,"Comedy, Drama, Romance",Alice Filippi,"Roberto Proia, Michela Straniero","Giuseppe Maggio, Ludovica Francesconi, Jozef Gjura","Marta may be an orphan, and she may be affected by a lethal illness, yet she is the most positive person one can meet. She wants a boy to fall for her. Not any boy - the most handsome of them all. One day, she may have found her m...",Italian,Italy,1 win & 3 nominations,,6.1,"2,900",tt11154906,,movie
1116,The Defeated,2020,TV-MA,18 Aug 2021,45.0,"Drama, History, Thriller",,,"Taylor Kitsch, Michael C. Hall, Logan Marshall-Green",Max McLaughlin is an American cop who arrives in Berlin in the summer of 1946 to help create a police force in the chaotic aftermath of the war.,"English, German, Russian","France, Germany, Canada",,,7.0,"6,515",tt8879894,,series
1117,The Secret Diary of an Exchange Student,2021,TV-14,18 Aug 2021,96.0,"Comedy, Romance",Bruno Garotti,"Bruno Garotti, Sylvio Gonçalves","Larissa Manoela, Thati Lopes, Bruno Montaleone","Looking to shake things up, two best friends embark on a life-changing adventure abroad as exchange students. But can they stay out of trouble?","Portuguese, English",Brazil,1 win,,5.3,951,tt11594766,,movie
1118,Untold: Deal with the Devil,2021,TV-MA,17 Aug 2021,77.0,"Documentary, Crime, Sport",Laura Brownson,,"Christy Martin, Joyce Salters, Johnny Salters","Christy Martin broke boundaries and noses as she rose in the boxing world, but her public persona belied personal demons, abuse and a threat on her life.",English,United States,,,7.3,"2,488",tt15085794,,movie
1119,Mother Goose Club,2009–,,10 Aug 2010,33.0,Family,,,"Joseph Lopez, Liam Remick, Ivy Rhodes","Mother Goose Club breathes new life into classic nursery rhyme characters to promote early literacy, mathematics, and more! Join in as they dance, sing, twirl, and rhyme through these catchy songs that are as educational as they a...",English,United States,1 nomination,,7.4,183,tt3040470,,series
1120,Walk of Shame,2014,R,01 May 2014,95.0,Comedy,Steven Brill,Steven Brill,"Elizabeth Banks, James Marsden, Gillian Jacobs","A reporter's dream of becoming a news anchor is compromised after a one-night stand leaves her stranded in downtown L.A. without a phone, car, ID or money - and only 8 hours to make it to the most important job interview of her life.","English, Hebrew",United States,,25,6.0,"54,939",tt2463288,"$59,209",movie
1121,Rascal Does Not Dream of Bunny Girl Senpai,2018–,TV-PG,03 Oct 2018,1.0,"Animation, Drama, Fantasy",,,"Kaito Ishikawa, Asami Seto, Yurika Kubo","The seemingly normal life of Sakuta Azusagawa, a high school student changes drastically when he meets a wild bunny girl that seems to be invisible to others.",Japanese,Japan,1 win & 2 nominations,,8.1,"12,114",tt8993398,,series
1122,The Creative Indians,2016–,,15 Apr 2016,,Documentary,,,"Nawazuddin Siddiqui, Charuvi Agrawal, Rohit Bal","The Creative Indians is a docu-series showcasing, de-mystifying and de-constructing the lives, journeys and processes of the most impactful creative professionals and projects of India across industries like Cinema, Art, Design, M...",English,India,,,8.3,46,tt9583184,,series
1123,The Piano,1993,R,11 Feb 1994,121.0,"Drama, Music, Romance",Jane Campion,Jane Campion,"Holly Hunter, Harvey Keitel, Sam Neill","In the mid-19th century a mute woman is sent to New Zealand along with her young daughter and prized piano for an arranged marriage to a farmer, but is soon lusted after by a farm worker.","English, British Sign , Maori","Australia, France",Won 3 Oscars. 65 wins & 56 nominations total,89,7.5,"89,232",tt0107822,"$40,157,856",movie
1125,Winx Club,2004–2019,TV-Y7,19 Jun 2004,25.0,"Animation, Action, Adventure",,Iginio Straffi,"Molly C. Quinn, Keke Palmer, Amy Gross","At Alfea College, fairy warriors from all over the universe study and train to improve their magic powers. Bloom, a girl from Earth, joins them after discovering her own special abilities.","Italian, English","Italy, United States",6 wins & 5 nominations,,6.1,"7,087",tt0421482,,series
1126,Beckett,2021,TV-MA,13 Aug 2021,110.0,"Action, Crime, Drama",Ferdinando Cito Filomarino,"Kevin A. Rice, Ferdinando Cito Filomarino","John David Washington, Boyd Holbrook, Vicky Krieps","Following a tragic car accident in Greece, an American tourist finds himself at the center of a dangerous political conspiracy and on the run for his life.","English, Greek","Italy, Brazil, Greece",1 nomination,52,5.6,"26,298",tt10230994,,movie
1127,Brand New Cherry Flavor,2021,TV-MA,13 Aug 2021,,"Drama, Horror, Mystery",,"Nick Antosca, Lenore Zion","Rosa Salazar, Catherine Keener, Eric Lange","Lisa Nova, an aspiring film director in the sun-drenched but seamy world of 1990 Los Angeles, embarks on a mind-altering journey of supernatural revenge that gets nightmarishly out of control.",English,United States,1 win & 1 nomination,,7.1,"15,854",tt11343600,,series
